composition,band_gap
Cu3Sb1Se4,0.4
Zn1In2S4,2.68
K2Cd3Te4,2.26
In1Sb1,0.22
K2Cu1Nb1S4,2.82
B1As1,1.46
Ba4Ga4Ge1Se12,2.18
Cu1Br1,2.94
Ag1In5Te8,0.47
Cd1S1,2.5
In2Ge1Te3,0.68
Ga1As0.4P0.6,2.1
Cs2Zn1Ge3Se8,2.31
K1Ag1As1S2,2.21
Mn11Si19,0.8
Al1Sb1,1.67
Cs3Sn3F2Cl7,2.96
Cd1Se1,1.75
Cu3Sb1S4,0.75
Ga1As1,1.46
As2Te3,1.76
Cd3As2,0.24
Ge0.3Si0.7,1.0
Cd1P4,1.05
In1Sb1,0.24
Cd1S1,2.6
Ga0.3As0.3Zn0.7Se0.7,1.93
Cd3P2,0.54
Rb1Sb1S2,2.1
Sr2V2Se3O15,2.96
Ga1As1,1.51
Pd1Se2,0.4
Sb1Se1I1,1.66
Na2Te1Se3,1.95
Ba1B6,2.64
Na2S1,2.4
Rb2Cd3Te4,2.3
Ag1I1,2.8
Cd1Se1,1.84
Sn1Se1,1.2
Rb2Ba1Nb2Se11,1.53
In0.2P0.2Ga0.8As0.8,1.58
Ga1Te1,1.8
Ag2Sn1S3,1.43
Sn1Se1,1.3
Cd1Sb1,0.57
Ge1Se1,1.22
In1Sb2S4Cl1,1.8
Ga1S1,2.59
Ag1S1,0.9
Cs2P2Se8,2.44
Y4Ga1Sb1S9,2.06
Zn0.55S0.55Ga0.45P0.45,2.3
Zn0.95S0.95Ga0.05P0.05,2.7
Mg2Sn1,0.32
Ga1.002Sb0.998Te0.006,0.7
K1Sb1Se2,1.14
Ag3As1Se3,1.98
As2Se3,1.84
Nb1Se2,1.4
Rb2Cs1Sb1,1.5
Ge1S1,1.8
Ru1As2,0.8
In1Sb0.99As0.01,0.35
Ga1.1Sb0.9Se0.3,0.67
Si1P1,2.0
K10Fe4Sn4S17,2.2
K4In4P6Se20,2.2
Cd4P2I3,2.17
Cr2S3,0.9
In1Se1,1.32
Na3Sb1,1.1
Ba2Ga1Y1Te5,1.08
Sn1S0.8Se0.2,1.03
Zn2In2S5,2.95
Cs2Zn1Ge3Te8,1.07
Cs1Sb1,0.8
Rb3Cd1B5O10,2.34
Ba2Sb7O14H1,2.7
Ga1S1,2.7
Zn0.15Cd0.85Se1,2.5
Co1P2,0.35
Ba6Ga2Sn1Se11,1.99
Cs1Ag2As1S3,2.7
Mn1O2,1.3
Sb1S1I1,1.97
Cu1Sb1Se2,1.05
Ru1Se2,1.0
Ga1Sb1,0.82
Se1Te1,1.58
Ga1Te1,1.8
Zn1Se1,2.79
Na7Co2O6,0.5
In0.99Al0.01P1,1.3
Cu3Nb1Se4,2.45
Ba4Li1Ga5Se12,2.65
Ga1Se1,2.0
Ag3Sb1S3,2.08
Ga0.4Al0.6P1,2.4
K2Rb1Sb1,1.2
Ga2Te3,1.45
Cd1In2Te4,1.28
Ag1Fe1Te2,0.3
Zn1Se1,2.82
Sb1Se1I1,1.91
Zr1Se3,1.5
In1Sb0.3As0.7,0.11
Cu3As1S4,1.24
Al1Sb1,1.5
Cd4V3Te3O15,2.66
Rb2Cu2Sn1S4,2.08
Cu1Ga1Te2,1.0
Cu0.35Ga1.65S2.65,2.57
Ga2S3,2.85
Si30P16Te8,1.24
Ga1.01Sb0.99Se0.03,0.62
As2Te3,1.72
Mg3Sb2,0.82
Ge1Se1,1.28
Ga1As0.05Sb0.95,1.28
Cr1Sb2,0.16
Ga1S1,2.58
Cd1Sb1,0.45
In6S7,0.7
Zn2In2S5,2.5
K2Sb8Se3,1.31
Cd1Si1As2,1.5
As2Te3,1.63
Cs3As1,0.6
Cu1In1S2,1.5
Sn1S2,2.43
Sb1I3,2.5
Mn2P2Se6,2.5
Na2Cd1Ge2Se6,2.37
Cu0.5Ga1.5S2.5,2.46
P2Se5,2.2
Cs1Ag5Te3,0.65
Ga1Sb1,0.78
Cd1S1,2.58
Ba1Zn1Ge1Se4,2.46
Si1P2,1.89
As2S3,1.89
Ag1Ga1Ge5Se12,2.14
Zn0.7S0.7Ga0.3P0.3,2.4
Al1Sb1,1.63
Cd1S1,2.53
Ag1S1,1.2
Na1Sb1Se2,1.6
Mg2Sn1,0.33
Cd1Sb1,0.56
Ru2Ge3,0.34
Zn1As1,0.9
Fe1Si2,0.9
Rb1In1Sn1S4,2.7
Ga0.99P0.99Zn0.01Se0.01,2.24
Ag1In1Se2,1.04
Rb1Cd4Ga5Se12,2.19
Cd1Te1,1.5
Li1In1Te2,1.46
As2S3,2.78
Sb1S1I1,1.82
As2Te3,1.64
Zr6O1,0.18
In1As1,0.43
Sn3As2,0.47
In1P1,1.5
Na1As1Se2,1.52
Ga0.4As0.4Zn0.6Se0.6,1.8
Ga1As0.65Sb0.35,0.68
Mn11Si19,1.0
Mg2Sn1,0.22
Cd1Se1,1.8
Na1Sb1Te2,0.47
Cu2Zn1Ge1Se4,1.63
C1I4,2.26
Zr1S3,2.17
Ag3As1Se3,2.24
Mg2Sn1,0.19
Cu1In3Se5,0.6
Sr1Zr1S3,0.8
Cd4P2Br3,2.19
Ca3Ti2Si3O12,1.65
Cd1Ge1As2,0.61
Ga0.6Al0.4P1,2.35
Cu3Sb1S4,1.0
Ba23Ga8Sb2S38,2.84
Ag1Te1,0.85
Zn1Se1,2.8
Ag3As1S3,2.24
Cu1Nb1O3,2.0
In5Se6,0.14
Cu1Ga2S3.5,2.42
Ag3As1S3,2.0
K1As1Se2,1.63
Cs1Y1Zn1Se3,2.41
In1Sb0.7As0.3,0.16
K2Fe1Ge3Se8,1.95
Ga1S1,2.84
Zn0.01Cd0.99Se1,2.5
Cu1Br1,2.91
Rb1Cu4As1S4,2.15
Zn1Ge1P2,2.34
Y1Pd1Sb1,0.27
Ge1Se1,1.08
Sb2Te3,0.19
Cd1Ge1P2,1.65
Mn1Sb2O4,2.65
Cu0.2Ga1.8S2.8,2.7
Sn1Se1,0.88
Sb2Se3,1.2
Zn1Ge1P2,2.2
Cd1Ge1As2,0.41
Ga1Se1,2.02
As2S3,2.35
Ge1S1,1.65
Cd3P2,0.6
In0.9P0.9Ga0.1As0.1,1.32
As2S3,2.74
Na3Sb1,1.0
Ca2Sn1S4,2.32
Cs1In1Sn2Se6,1.78
Cd0.01Te0.01Al0.99Sb0.99,2.21
Ag2Ge1Te3,0.07
As1I3,2.29
As4S4,2.4
Rh1Sb1Te1,0.5
Na1Sb1Se2,1.36
K2Ag1In3Se6,1.64
Zn1Sn1P2,2.1
Ga0.15As0.15Zn0.85Se0.85,2.25
Cs1Ga1Sn1Se4,1.97
Cd1In1,0.6
Fe1Si2,0.95
Ba1In2Se4,2.63
Ag2O1,1.5
Ge1S1,1.58
As1S1I1,2.05
Na1Sb1,0.82
Na1As1Se2,1.46
Ag1As1S2,2.14
Na2Zn1Sn2S6,2.93
Ca2Sn1,0.9
Cu2Zn1Si1Se4,2.33
K4Nb2S11,2.42
Sn1Ge1,0.4
Mg2Sn1,0.3
Zn0.43Cd0.57Se1,2.8
Zr1Se2,2.0
Sn0.5Ga1Zn5.5O8,2.99
Cd1S1,2.58
Rb4Ge1P4Se12,2.0
Ge0.02Si0.98,1.08
Cd4As2Br3,1.88
Cu1In1Se2,0.96
Cd1Se1,1.67
Sb1I3,2.12
Ga1As1,1.52
Ag8Ge1S6,1.18
Cs4Ge1P4Se12,2.0
Si2Te3,2.03
Si1As1,1.57
Ga1Sb1,0.7
Rb1Ag5P2S8,2.4
Ba2In1Y1Te5,1.36
Li1Zn1N1,1.98
In0.7Al0.3P1,1.9
Cd1Se1,1.84
Zn3Sb2,0.11
Zn3As2,1.1
K1Sb1S2,1.6
Zn1Se1,2.82
Sn1S0.25Se0.75,0.94
Ag1In1Se2,1.18
In2Se3,1.2
Fe1As1S1,0.4
Ge0.774Si0.226,1.5
Cu2Cd1Ge1S4,2.05
Ba2V4Te3O18,2.64
Cu1P2,1.4
Mg2Sn1,0.36
Cd1In30Te46,1.17
Co1P1S1,0.4
As2Se3,1.85
In1P1,1.34
Fe1Si2,0.88
Ga1As0.2Sb0.8,1.02
In2Se3,1.25
Li1Sb1Te2,0.13
Sr4V2Se6O21,2.66
Rb3Ag9P4S16,2.6
K1Zn4B3O9,2.32
In1As1,0.42
Sr8Ga16Ge30,0.05
In1Se1,1.34
Cs2Pd1Se8,1.5
Sb8O11I2,2.72
Ga0.01Sb0.01Zn0.99Te0.99,2.1
Sc1Pd1Sb1,0.23
Rb1Cd4Ga5Te12,1.64
Cu1Ga1S2,2.4
In1P1,1.42
Ba3Nb2Se9,1.3
Ga1As1,1.52
As2S3,2.23
In1Sb0.1As0.9,0.14
Cd1Sn1As2,0.3
Cd1S1,2.6
Ga1Sb1,0.81
Cd1Sb1,0.43
Cs1In1Sn1S4,2.9
Cd1Te1,1.61
Ga2Se3,2.3
In0.5Al0.5P1,2.4
Sb1Te1I1,1.28
Cd1Se1,1.87
Cd1Sb1,0.54
Li2Zn1Sn1S4,2.87
Rb2Cu1Nb1Se4,2.19
Zn1Te1,2.18
Cu2Se1,1.23
Rb3Nb2As1Se11,1.5
Mn11Si19,0.5
V1O2,0.12
Cu0.8Ga1.2Se2.2,1.58
Cd1In2Se4,1.72
Ga1S1,2.6
Rh1S1Se1,0.7
Cs1As1Se2,1.86
Ga1As0.86Sb0.14,0.66
Ge0.9355Si0.0645,1.04
Cs1Y1Cd1Se3,2.54
Cd4As2I3,1.89
Ag1In1Se2,1.15
Ga0.4Al0.6As1,2.3
Sc2S3,2.0
Cd1In2Te4,0.9
Zn0.01S0.01Ga0.99P0.99,2.25
Sb2S3,1.7
Ga1Se1,1.93
Ag2Ge1Se3,0.91
Cu1In1Te2,1.06
Cd0.55Te0.55Al0.45Sb0.45,1.93
Al1Sb1,1.65
Ag4Ba6Sn4S16,2.37
Ru1Sb2,0.3
Cs3Sb1,1.6
Li2Ga1Ge2Se6,2.64
Ga1Se1,1.98
Rb2Cu2Sn2S6,1.44
Zn1Se1,2.87
Ag0.1Cd0.8In2.1Te4,0.29
Cd3As2,0.14
In1Sb1,0.25
Al1Sb1,1.62
Sn1S1,1.42
Ag2O1,1.59
In1N1,2.1
Y1V1Te1O10,2.2
Si1Se2,1.74
In4Te3,0.55
Ba4Cu1In1Se6,2.23
V1O2,0.5
Rh1P2,1.0
Ga0.99As0.99Zn0.01Se0.01,1.39
Cd3As2,0.64
Cu1I1,2.8
Sb2Se3,1.3
Zn1As2,0.91
As2Te3,1.75
Cr1Si2,1.3
Zn1Se1,2.71
Cd1S1,2.44
Sb2S3,1.92
K4Ge1P4Se12,2.0
In0.3As0.3Ga0.7P0.7,2.05
Na1As1Se2,1.75
Cd1Sn1P2,1.5
Cu1Ga1S2,2.53
Sb2Se3,1.4
Zn1In2S4,2.8
Zn1Te1,2.26
P1As1,0.23
Fe1As1Se1,0.6
Ba2Sn1Se5,1.8
Zr1S3,2.28
Mn15Si26,0.7
Zn3Sb2,0.2
Cu0.2Ga1.8Se2.8,1.86
Rb2Cd1P2Se6,2.58
Ag3Sb1S3,1.81
Ti1Se2,1.55
In0.7P0.7Ga0.3As0.3,1.58
Sn1I2,2.4
Ga1S1,2.58
Cd1Si1P2,1.8
Na2In4S1Se6,1.92
Cu1Al1Se2,2.7
Rb1Sb1Te2,0.38
Zn1Sb1,1.11
K2Ag1V1S4,1.85
Ba1Cu1Sb1Se3,1.6
Ga1Se1,2.15
Ga0.75As0.75Zn0.25Se0.25,1.51
Ge1Se2,2.38
Cu0.4Ga1.6S2.6,2.45
Zn1Te1,2.37
Zn1Te1,2.34
Cd5Ga2S2Te6,1.29
Ag1Sb1S2,1.9
In0.01P0.01Ga0.99As0.99,1.43
Cu4Sn7S16,0.8
Zn1Te1,2.2
In1P1,1.35
Ag2.7Ba6Sn4.3S16,1.58
Cd1Te1,1.44
Zr1Se3,1.6
Cu2Se1,1.5
Cd1Ga2Se4,2.75
In1N1,2.4
Ag1As1S2,2.26
Sn1S0.01Se0.99,0.89
Mg3Sb2,0.8
Zr1C1,0.6
Cd1Sn1P2,1.17
Zn1Se1,2.69
Sb2Se3,1.13
V1O2,0.4
Mg2Si1,2.27
Cs1Sb1Te2,0.43
Ga0.6In0.4As1,0.81
In0.99As0.99Cd0.01Te0.01,0.76
Ga0.5In0.5As1,0.75
K1Sb1Se2,1.72
Cu1Al1Te2,2.06
Cd1Se1,1.85
In0.9As0.9Ga0.1P0.1,0.45
Cu1In1S2,1.57
Cu0.5Ga1.5Se2.5,1.76
K1Ga1Se2,2.6
Ga0.9Sb0.9Zn0.1Te0.1,1.0
Pd1Te2,1.8
Zn3B2O6,2.6
Cu1Ga1Se2,1.71
Cd1As2,1.0
Cd1Se1,1.86
Ga1Tc1,1.42
Cd1In2S4,2.7
Ga1As1,1.52
Al1Sb1,1.52
Cd1Si1P2,2.2
K2Se1,1.8
Sb1S1I1,1.93
In6Se7,0.34
Sb2Se3,1.15
In1P1,1.42
Ga1As0.8P0.2,1.62
Cu2Mg1Ge1S4,2.36
K10Co4Sn4S17,1.31
Cd1S1,2.66
Cs1As1Se2,2.0
Ag1Sb1Te2,0.48
Cd1S1,2.58
Li1As1S2,1.6
Cs4Ag9Sb4S12,2.0
Cu1Ga3Se5,1.89
Ru1P2,1.0
In1Sb1,0.22
Ag1Ga1S2,2.64
Ga1As0.99P0.01,1.37
Cu1In3Te5,1.01
Ag1S1,1.34
In1N1,2.21
Cd1Sb1,0.53
As2S3,2.6
Ga1Se1,2.07
Cd1Ga2Se4,2.41
Cd1Si1As2,1.51
Zn1In2Se4,1.95
In1Se1,1.29
Sb1S1Br1,2.22
K2Mn1Sn1Se4,1.7
V1Fe1Sb1,0.46
Ge1Se1,1.38
Zn1In2Se4,2.05
Cd1S0.55Se0.45,2.05
K2S1,2.1
Cu0.1In1.9Se2.9,1.45
Cd3P2,0.53
Ga1.1Sb0.9Te0.3,0.7
Ag2O1,1.6
Cd3Sb2,0.3
Zn1In2S4,2.6
As2S5,2.48
Ga1As1,1.43
Ge1S1,1.68
Sb1S1I1,1.95
Cu2Zn1Si1Te4,1.47
Rh1S3,1.5
Ag1Nb2P1S10,1.78
In6S7,0.89
Li1Ga1Te2,2.31
Cd1Si1P2,2.4
Ag3As1S3,2.03
Cd1S1,2.66
Y1N1,1.9
Cd1Sn1P2,1.16
Cd1In2Se4,1.3
Li1As1Se2,1.1
Zn1As2,0.92
Co1Sb2,0.2
Sn1S0.99Se0.01,1.11
Ba1Pd1I4O12,1.97
Fe2O3,2.2
Ge0.88Si0.12,0.84
Ga1Se1,2.1
Na1Sb1P2S6,2.17
Ag3Sb1S3,2.02
As2S3,2.06
Rb2Cu1V1S4,1.85
In1As1,0.43
Ag3Sb1S3,2.33
K2Cu1V1S4,1.82
Ga1As1,1.52
Ag1In1S2,1.9
Mg2Ge1Se4,2.02
Cd1In2Se4,2.0
In0.99P0.99Ga0.01As0.01,1.3
Cd1S1,2.59
Cd1Ge1As2,0.65
Ga1As0.01Sb0.99,1.37
Ga0.99Al0.01P1,2.27
Cd1Sb1,0.46
Cs1In1Se2,2.81
In0.6As0.6Ga0.4P0.4,1.25
Ga0.5As0.5Zn0.5Se0.5,1.52
Na2Cs1Sb1,0.8
Zn1In2Te4,1.87
Ag3As1Se3,2.2
K10Co4Sn4S17,1.8
Cu1Ga1.6In0.4S3.5,2.15
Zn1Ge1As2,1.1
In1Sb0.01As0.99,0.17
Cu2Cd1Sn1Se4,0.96
Li3Sc1N2,2.9
Cu1Sb1S2,1.38
Li1Mo1I1O6,2.8
Sb1Se1Br1,1.87
Cu1In1S2,1.54
Al1Sb1,1.32
Zn0.9S0.9Ga0.1P0.1,2.8
Ag2O1,1.4
Sb2Te3,0.3
Ge0.542Si0.458,2.24
Cu1In1Te2,0.89
Ru1Te2,0.25
Cd1Te1,1.53
Cu1In1Ge1Se4,1.3
Ge1Te2,0.3
Zn3V2Te1O10,2.96
Zn3As2,0.51
Na1Sb1P2S6,2.25
In1Sb1,0.24
Y1Ni1Sb1,0.18
Na1As1Se2,1.57
As2S3,2.1
Rb1Mn4Ga5Te12,1.53
Cd3P2,0.5
Si1Te2,1.85
Cs2Pd1P2Se6,1.6
Cu2Sn1Se3,0.7
Ba1Si2,1.3
Ga1As0.6P0.4,1.91
Cd1In2S4,2.3
In1N1,2.09
As2Te3,1.62
B1Sb1,2.6
Cr1O3,1.4
Mg3As2,2.2
Cs1Cu2Sb1S3,1.63
As1I3,2.47
Cd1S0.01Se0.99,1.68
Na1As1Se2,1.56
Rb4Ag9Sb4S12,2.0
Ag1In9Te14,1.5
Ba2Sn1Se4,1.9
Sn1S1,1.26
Ti1Ni1Sb1,0.42
Cu0.01Ga1.99Se2.99,1.99
Cu0.5In1.5Se2.5,1.24
Na8Al8Si38,0.64
Ag1I1,2.92
Cu0.3Ga1.7S2.7,2.6
Ge2Sb2Te5,0.5
Pd1P1As1,0.45
Sn1Se2,1.62
Ga1As0.5P0.5,2.0
Cs1Zn4In5Te12,1.61
Ni1P2,0.3
Ba4Ag1Ga5S12,2.52
Cs2Sn1P2Se6,2.06
Pd1P1S1,1.4
Ag1In1Se2,1.2
Co1Te1.88,0.2
Cd1In8Te13,1.02
Cu0.99In1.01Se2.01,1.08
In0.5Ga0.5P1,1.9
Ge0.9Si0.1,0.8
In4Se3,0.64
In1Se1,1.3
Na1Ga1Ge3Se8,2.35
Sn1Se1,0.9
Cu2Se1,1.1
Ag1F1,2.8
K1Sb1Se2,1.65
Cu2Ga4Te7,1.18
Cd1Sn1As2,0.41
Cd4As2I3,2.3
Cd1Sb1,0.42
Cs8Ga8Si38,1.14
In6Se7,0.86
Sn1S0.01Se0.99,0.95
Y1B66,0.8
Cr1O2,0.23
V2O5,2.32
Zn3As2,0.93
Li4.5Mn0.5Te1O6,1.97
In1Sb0.4As0.6,0.1
Pd3P2S8,2.12
Cs2Ti1Ag2S4,2.44
In1P1,1.42
Ga0.1As0.1Zn0.9Se0.9,2.34
Zn3As2,0.96
Ag0.4Cd0.2In2.4Te4,0.42
Y3Ga1S6,2.88
Y6Zn1Si2S14,2.38
Ga1As1,1.51
Ni1P2,0.73
Ga1Se1,2.12
Cd1Ge1As2,1.1
In1S1,2.07
Rb2Ti1Ag2S4,2.33
Ag1In1Se2,1.24
Ba2In1Y1Se5,2.31
